사용자명,별점 평가,별점,리뷰 평가,리뷰 내용
감자,긍정적,10,부정,"사람 마다 다르긴 한 대 0 점 주는 사람 들 은 흠 해운대 같은 영화 에 10 점 주는 사람 들 인가 
 갠 적 으로 이영화 진짜 수작 임 심리 적 압박 감 이 끝장 임 와우"
Lifesgood,긍정적,7,부정,긴장감 엄습 군더더기 없음 허무함 안습
추소희,부정적,0,부정,헐재 밋 다 고하 면 이해 가 안가네요 하하 영화 시작 도 어정쩡하게 시작 하더니 휴보 면서 뭐 야 이 거 영화 야 보면서 답답하고와 웅 무섭 기는 하지 만요 중간 쯤 지루하고 끝날 떄 잠깐 무서웠다가 헐 끝난거야이래요
chic,긍정적,10,부정,집중 하고 보면 최고 로 정말 무섭다 귀신 털끝 하 나안 나오고 어쩜 이렇게 무서운지 심장 이 아직도 벌렁 거림 집 이 무섭다 지루하단 사람 들 은 영화 에 몰입 을 안 한거다
수돌예돌,부정적,0,부정,극장 에서 보시 면 울 고 나옵니다 무서워서 가 아니라 이런 영화 에 낚 여서 돈 내고 본 게 억울해서 눈물 나오지요 찍는다고 다 극장 에 걸어도 좋은 영화 는 아니겠죠
정신분열파탄,긍정적,8,부정,마지막 장면 에서 너무 웃었음 여주 는 역도 선수 포스
휴면 사용자,긍정적,10,부정,어느 공포영화 든 눈 한번 가린 적 없는 제 가 영화관 에서 소리 까지 지른 적은 처음 입니다 이 영화 에 10 점 을 줄 수 있는 이유 는 이 것 이 픽션 이 아닌 리얼 다큐 인 줄 알 고 봤기 때문 입니다 때론 모르는게 약 이 겠죠
민지민지민지,긍정적,10,부정,상상 도 못 한 결말 완전 재밌었어요
휴면 사용자,긍정적,10,부정,정말 평이 극 과극 이네 개인 적 으론 소름 돋고 재밌었다 근데 영화 끝날 때 어떤 남자 가 재미없다 내 용도 없고라고 하긴하더라 근데 몰입 하고 보면 정말 소름 돋고 무서운건 맞다 서서히 조여오는 공포
췌줴뒈,긍정적,10,부정,아오 늘 보고왔는데 처음 볼때 화 면도 잘안 보이 고 머리 도 아프고 열도 나 는것처럼 어지럽고 또 지루함 까지 이어 졋 엇 는데 점점 갈수록 공포 의 강도 가 심해진다 정말 귀 를 안막 고 보면 미칠것 같은 공포 스릴 마지막 장 면 이 정말 최고 였다
휴면 사용자,긍정적,9,부정,역시 이런 영화 는 반 반 으로 갈리는듯 하다 난 굉장히 재미있게 보았다 귀신 은 한번 도 나오진 않으나 심리 적 인 압박 감 과 소리 에 인한 압박 감은 그리고 집 에 있을 때 굉장히 후유증 이 남는듯 하다
치수,긍정적,10,부정,2010년 감동 영화 는 더로드 공포영화 는 파라 노말 액 티비 티 이다 파라 노말 액 티비 티 를 보고 나서는 좌석 에서 일어나지 못 했다 몸살 이 난 듯 한 느낌이었다 실화 가 아니지만 실화 인 줄 알도록 한 영화 다
현주,부정적,0,부정,돈 주 고본 게 너무 아깝다
송이,긍정적,10,부정,"영화 보기 전 에 피자 먹었는데 이 영화 보고 나서 피자 먹은거 은 쳤음 
 생각 보다 진짜 무서움 다큐멘터리 식 으로 촬영 한 영화 여서 인지 진짜 현실 에서 일어나는 일 처럼 찍어서 더 더 감정 이입 이 잘 됐어요"
탈퇴한 사용자,긍정적,10,부정,정말 대박 이었어
wogl1828,긍정적,10,부정,"12 세라 무서우면 얼마나 무섭겟어 햇 는데 정말 최고다 
 여태 까지 본 것 중 제일 무섭다고 볼수있다 
 귀신 이나 오지 도 않는데 진짜진짜 무섭고 정말 돈 안아 까운 공포영화"
사람2호,긍정적,10,부정,기본 의 공포영화 들 과는 차원 이 틀립니다 다른 공포영화 는 그냥 뻔히 보이 고 억지로 무섭게 할려고 가식 떨지만 이 거 는 진짜 현 실감 있게 무섭더군요 끝장 면 강추
지영,긍정적,10,부정,이건 극장 에서 봐야 제 맛 처음 엔 지루한듯 싶다가 중반 이후 부터는 극도 의 스릴 을 맛보게 되는 영화 참고 로 우리 고모 는 집 에서 컴퓨터 로 봤는데 별 재미없다고 하 심이건 정말 극장 에서가 대박
박재한,부정적,6,부정,이 영화 의 대립 구도 는 사람과 악령 뿐 만 아니라 남자 와 여자 의 고집 대결 이다 결국 여자 고집 의 우둔함에 두 사람 의 목숨 값 으로 마무리 되었다
야옹사마,부정적,1,부정,이 영화 는 뭘 까요
,긍정적,10,부정,기 대 만빵
이수련,긍정적,8,부정,완젼 재미있었어요 근데 실화 이면 더 좋았을 텐데 그리고 앞 에서 봤는데 멀미 나서 토 할 뻔했어요 그래도 영화 는 진짜 재미있더라구요 근데 처음 엔 너무 지루함
instrument,부정적,1,부정,블래어 위치 를 밴치마 킹 한 재벌 영화사 의 파렴치한 사기 프로젝트 놀이동산 귀신 의 집 10분 짜리 상영 물 수준 이 거나 조금 떨어짐 귀신 의 집은 입장권 은 값 이 싸기라도 하지
구본일,긍정적,10,부정,"아침 에 봤는데도 진짜 무서웠다 추위 가 싹 가실 영화 라 10 점 드린다 
 심리 적 인 공포 를 잘 활용 한 것 같아 너무 재미있었고 무서웠다"
whgreen,긍정적,10,부정,여지 껏 본 공포영화 중 제일 잘 만든거 같은데 사람 들 왜 이러 임이거 보고 잠 못잔 사람 많을꺼다 진짜 제대로 공포 보여준다 사람 들 다 소리 지르고 보고선 여 기와 서 재미없다고는 머 지
무심정관,부정적,0,부정,"니미 이 것 도 영화 라고 등장인물 3 명 남자 여자 퇴마사 퇴마사 는 그냥 하는 일 없음 
 여자 가 귀신 들려 마지막 에 남자 죽임 끝 공유 사이트 에서 다운 도 받지 마시고 나중 에 오씨 엔 에 나오면 그냥 보세요"
휴면 사용자,부정적,0,부정,이건 머 공포 돈 주고 보지 마시길 졸라 짜증남 이 게 공포 면 차라리 전설의고향 이 더 무섭내요 졸라 지루하고 졸라 짜증나고 아 데이트 하러 이 거 선택 했다 좃됬다 는 이 거 제발 선택 하지 마시길 무서운 장면 딱 1 번
,부정적,1,부정,완전 낚임 주말 에 9천원 이나 주고 봤는데 영화 끝나고 다 들 어이없다는 웃음 에 완전 짜증 이었음 도대체 왜 점수 높은것만 인 건지 정말 실망 스러 움
김은비,부정적,0,부정,로그인 해서라도 점수 준다 아 내 팔천원 돌려내
tepy11,긍정적,9,부정,외국 에서 흥행 한 이유 를 알거 같기 도해 요 처음 봤을 때 는 허무하기도 하고이게 끝 이야 하는 마음 이 들었는데 자기 전이 나 혼자 있을 때 장 면 장면 생각 하고 후유증 이 생기는거 같아요 실생활 에 격 을 수 있는 현상 이라 공포 가 실감 적 으로 느껴지는거
Asdfghjkl,부정적,1,부정,내 생애 최악 의 영화 공포영화 극도 로 싫어하는 내 가 공포영화 보면서 졸수 잇는지 진심 몰 랏음 심리 적 공포영화 라 긴장감 을 감돌게 한다고 뻥 치시네 0 점줄 래 다 1 점 준거는 끈 나 기전 에 잠 깨워 준 여 쥔 공 의비 명 소리 에 1 점 준다
truelove1004,긍정적,8,부정,"배 멀미 지대 로 주는 영화 어지러움 영화 보다 멀미 하긴 또 첨 이네 
 케이티 연기 잘 함오 마지막 장면 자꾸 떠올리게 되어서 싫네욤 
 나도 눈 가릴 걸 괜히 봤어 공포 분위기 는 대박"
닉네임을 등록해 주세요,부정적,4,부정,예고편 이 더 무서웠다 영화 를 보는 내내 무섭다기 보단 지루함 이 더한거 같네요
넥스트,부정적,4,부정,"아 난 이런 화면 만 보면 속이 메 슥 거려 시내버스 한 시간 넘게 탄 그런 기분 이 랄 까 
 실화 라면 충격 적 이지만 가짜 였다니"
youknowwho,긍정적,10,부정,새로운 공포 저 예산 으로 이런 영화 를 만들수 있다니 공포영화 의 전설 스릴러 의 혁명 이라 해도 과언 이 아니다 이 정도 로 뼈속 까지 공포 스러운 영화 는 처음 이다
Forecast,부정적,6,부정,참신한 형식 이지만 내용 전개 는 지루한 느낌 이 많다 다만 마지막 장면 만큼은 정말 예술 기본 은 한 듯 한 공포영화
이주연,긍정적,10,부정,정말 무서움
휴면 사용자,긍정적,7,부정,진짜 무서워 진짜 보면안 댐
,긍정적,10,부정,와 대박 이야 이건 전세계 에서 최고 무서운 공포영화 다 감히 무시말라
휴면 사용자,긍정적,10,부정,보지 도 않고 빵 점주 지 마라 내 가 왠만하면 공포영화 눈 도 깜짝 안 하고 보는데 이건 진짜 무섭더라 일반 그럴 싸한 만들어 낸 귀신 나오는 그런 공포영화 하고는 차원 이 다르다 깜짝깜짝 놀래는 가식 영화 하 곤 달리 점점 무섭게만 든다
휴면 사용자,긍정적,8,부정,잠잘 때 만 나오면 남친 손 꼭 잡고 봤다 난 왜 무서웠지 잔잔하게 무서운 영화 실화 라 길 래 더 소름끼친다 맨 마지막 에 미카 날라오고 깜놀 해서 눈감아서 그 담 부터 못 봤다 나 처럼 짓 하면 안된다
차도리,부정적,1,부정,아 정말 10 점 주는 사람 들 알바생 이 확실함 절대 영화관 에서 보지 마세요 다 들 끝나고 나오는데 서로 주위 둘러보며 뭐 야 헛 웃음 만 나오는데 진짜 어이없음 긴장도 없도 무서움 도 없음
때리미,긍정적,10,부정,정말 대박 이다 절차 를 밟아가듯 점점 공 포심 에 사로잡혀가는 기분 이 정말 짜릿했다
moons07,긍정적,10,부정,솔직히 너무 무서웠다 집 에 오는 길 지에 도착 해 잠드는 순간 아침 에 눈 뜬 순간 까지 계속 생각나 너무 무서워
휴면 사용자,부정적,3,부정,아 진짜 씨 지 비 에서 오늘 보고왔는데아 진짜 어지러워 죽는줄 알았음 내 친구 는 토나올꺼 같다고 그러고 그게 다큐 처럼 보일려고 전문가 가 아니 라그 냥 사람 이 카메라 들 고 돌아다니면서 찍은거 같은데아 진짜 그래서 화면 이 막 흔들림
휴면 사용자,부정적,5,부정,이 거 보고 무서운 사람 들 은 그냥 겁 이 많은 사람 들 무슨 케이티 가 발견 이안 돼 다 거짓말 이 고만
휴면 사용자,부정적,0,부정,이런 영화 보고 무서우면 지금껏 제대로 된 공포영화 못 봐 봤단 거 네 제대로 낚였 네 끝 완전 허무
aryakirti,부정적,3,부정,뭐 넘 저 예산 이다
이번만큼은제발_,부정적,3,부정,평점 은 정말 믿으면 안될듯 공포영화 를 좋아하는 편이 라 보러 갔는데 지루하기 그 지 없고 정말 재미없었어요 심리 적 인 압박 감도 없었고 마지막 부분 이 세다고 하는데 그것 도 모르겠고 전 재미없었어요
뭘봐,긍정적,8,부정,정말 사실 적 으로 말 하면 내용 없으면서 무서웠던 영화 는 처음 이다 내 가 무서운 영화 를 진짜 좋아해서 봤는데 처음 부터 중간 부분 마지막 까지는 그냥 깜짝깜짝 놀라다가 마지막 부분 이 진짜 정말 무섭다
휴면 사용자,부정적,2,부정,이영화 봐 보세요 겁나게 후회 합니다 어이 가 없어서 영화관 에서 보지 마십 쇼 이영화 보면 진짜 욕 나올듯 재미 도 없음 긴장감 은 들겟지만 그냥 어 두 울 때 방문 닫고 소 리키 고 예고편 만 보세요 예고편 보세요
파키라,부정적,5,부정,흠 오분 을 위해 한 시간 반 동안 관찰 을 하기엔 지루했다 난 왜 하나 도 안 무서웠지
남제,긍정적,7,부정,마지막 30분 아니 20분 만영화로 만들었음 제대로 대박 쳤을 영화
키위에이드,긍정적,10,부정,보고 나와서 어떤 남자 분 쓰러짐 말 그대로 기절 그런 영화 임
휴면 사용자,긍정적,10,부정,"무섭다 무섭다라는 말 밖에 
 그 전의 공포영화 와는 비교 할 수 없는 차원 이 다른 영화 이다 
 상상 할수 없는 일 들 이 현실 에서 일어났다는게 믿 겨지지 않을 뿐"
jackckm,긍정적,8,부정,중반 까지는 좀 지루하지만 후반 엔 무서움
메이지러너,긍정적,9,부정,"어제 평점 보고 잼 없겠구나 생각 하고 봤는데 최근 에 본 영화 중 에서 잼있게 봤습니다 
 전우치 는 정말 잼 없었구 아바타 는 그저 그랬습니다 음파 라 노말 은 상영 시간 은 짧았지만"
한결푸르름1016,긍정적,9,부정,추운 날 이 거 봤다가 급체 한 느낌이었습니다 관객 들 영화 끝나고도 5분 정도는 굳어있어서 다 들 아노미 상태 였 뜸 마지막 10분 아래층 에서 미친듯이 비명 소리 는 들리는데 화면 은 그대로 침대 라 더 무서움
휴면 사용자,긍정적,7,부정,그리 많이 무섭지는 않았습니다 근데 마지막 은 쫌 미카 어떡해
김모씨,긍정적,10,부정,영화 가 아주 좋아요
와아앙,긍정적,10,부정,솔까말 이건 10 점 짜리다 정말 스필버그 가 건드렸다는 마지막 10분 인가 20분 인가 거기 부더 초 대박 남친 이 내려갔다가 소리 없어졌을 때 완전 똥줄 타는줄
우아한슬픔,긍정적,9,부정,한 방 제대로 먹는다 사운드 하나 하나 놓치지 말고 듣기 그리고 화면 여기 저기 시선 떼지 않기 이 것 만 지킨다면야 9 점 안 줄이 유가 없지 공포영화 의 묘미 는 한 방이 니까
지선,긍정적,9,부정,처음 시작 해서 중간 까진 아 뭐 야 지루해 하고 생각 할수도 있지만 아니다이건 극장 에서 꼭 봐 야한다 끝나고 나서 손 이 덜덜 떨리던 친구 랑 다리 가 풀린 친구 도 있다 어제 봤는데 결국 밤샘 했다
,긍정적,10,부정,내 가본 공포영화 중 최고 인 듯 싶다 밤잠 못 이루고 싶으 신분 들 있다면 당장 극장 으로
우리사랑,긍정적,7,부정,영화 를 보는 내내 그 공포 스런 음향효과 에 긴장감 을 놓칠 수 없었음 그리고 그날 밤 잠들기 전 평소 와는 다른 기운 과 미세한 소리 까지 신경 쓰여 쉽게 잠 을 들 수 없는 후유증 이 남았음
탈퇴한 사용자,부정적,0,부정,10년 전 에나 나왔으면 몰라도 이제 는 이딴 내용 감흥 도 안 온다 차라리 블레어 윗 치 를 다시 보는게 낫다
오늘밤새,긍정적,10,부정,"이 거 정말 실화 리얼 이야 그렇다면 정말 충격 이 아닐수 없다 
 영화 보고 이렇게 여운 이 오래 가는 영화 도 처음 이다"
이쁜여우님,긍정적,7,부정,케이티 의 떡대 만 기억남 실제 처럼 보이는 기법 으로는 가 쵝오
enfantre,긍정적,8,부정,거의 빈틈 없이 활용 시킨다
이효원,부정적,2,부정,제 가 수준 이 낮은 건지 15년 동안 영화 즐겨 봤지만 31년 살면서 이런 영화 처음 이에요 완전 난감 도중 에 나오려다 참음
휴면 사용자,긍정적,7,부정,멀미 나 죽는 줄 알았 따 한정 된 공간 안 에서 지루하지 않게 연출 한 감독 에게 박수 를
hello,긍정적,10,부정,대박 헉 하는 순간 영화 가 끝 이남 보통 의 영화 와 엔딩 이 주는 충격 이 달라 서 신선 충격 먹고 돌아와서 집 에서 스멀스멀 올라오는 어둠 의 기운
foryou,긍정적,9,부정,실제 극장 에서 영화 를 보지 않았음 평 을 말았음 공포영화 는 역시 음향 이 반 이상 을 차지 하는듯 다운로드 영상 만 보고 판단 하면 느끼신 데 로 별 볼품 없는 영화 극장 에서 꼭 보시길
휴면 사용자,긍정적,10,부정,최고 의 무서운 영화 였습니다 실화 라서 더 충격 적 인 것 같았습니다
